,,,,,,,,,,,,,,
RUN 2642 – 26 gennaio,,,direzione,,,entry point [mm],,,tempo [ns],exit point [mm],,,tempo [ns],quality
event,traccia,charge [p.e.],ux,uy,uz,x,y,z,,x,y,z,,
3687,0,2151,-0.585885,-0.576217,-0.569836,11550.5,-5142.54,-16159.2,419,-999999,-999999,-999999,-999999,2151
3688,0,2157,-0.584676,-0.579052,-0.568201,12367.2,2628.79,-16159.2,570,-999999,-999999,-999999,-999999,2157
3689,0,2175,-0.575878,-0.585887,-0.570176,-6321.81,10949.6,-16159.2,513,-999999,-999999,-999999,-999999,2175
3690,0,1017,-0.638578,-0.724612,-0.259143,-11153.7,17034.1,2251.77,447,-18503.2,8694.42,-730.744,462,1270
3690,1,1017,0.0444931,-0.461984,-0.885771,-11153.7,17034.1,2251.77,447,-10228.9,7431.65,-16159.2,520,2179
3691,0,891,0.208082,0.566822,-0.797129,-12436.5,-16229.7,1476.65,530,-7026.8,-1493.62,-19246.9,594,2246
3692,0,2092,-0.579055,-0.584662,-0.568213,3596.75,13314.9,-15194.8,607,-999999,-999999,-999999,-999999,2092
3693,0,2144,-0.584144,-0.575638,-0.572203,3583.81,-11029.7,-16932.1,558,-999999,-999999,-999999,-999999,2144
3694,0,1535,-0.586428,-0.571039,-0.57447,12589.6,-13982,-8057.81,474,-999999,-999999,-999999,-999999,1535
3695,0,890,-0.574546,-0.57367,-0.583781,-13602.6,-15107.3,2251.77,519,-999999,-999999,-999999,-999999,890
3696,0,915,0.891011,0.424748,-0.160276,3501.33,-20171.8,1043.93,482,13367.2,-15468.7,-730.744,547,1139
3697,0,2208,-0.584606,-0.577,-0.570357,6201.15,-6889.18,-18324.1,624,-999999,-999999,-999999,-999999,2208
3698,0,2057,-0.586431,-0.574952,-0.570551,13201.7,-6630.4,-14233.9,584,-999999,-999999,-999999,-999999,2057
3699,0,1841,-0.575543,-0.580207,-0.57629,-14396.5,-6409.81,-13118.5,535,-999999,-999999,-999999,-999999,1841
3700,0,1029,0.267228,-0.431675,-0.861537,-16951.9,11470.2,1147.94,411,-11343.9,2411.17,-16932.1,546,2183
3701,0,1027,-0.568326,-0.584868,-0.578735,-15775,12873,2251.77,138,-999999,-999999,-999999,-999999,1027
3702,0,2195,-0.580528,-0.578307,-0.573191,-5160.75,-8966.41,-17733.8,574,-999999,-999999,-999999,-999999,2195
3703,0,2301,-0.577566,-0.583659,-0.570754,-7244.39,3227.25,-18954.4,527,-999999,-999999,-999999,-999999,2301
3704,0,1557,-0.585806,-0.575274,-0.570869,19357.8,1030.07,-6634.82,502,-999999,-999999,-999999,-999999,1557
3705,0,1099,-0.578928,-0.571616,-0.581462,-6659.96,-19206.4,-2311.61,509,-999999,-999999,-999999,-999999,1099
3706,0,921,-0.580461,0.111984,-0.806551,7100.49,-19147.4,1791.24,504,-1831.3,-17424.3,-10619.5,544,1868
3707,0,936,-0.585535,-0.568825,-0.57757,14530.1,-14421.6,730.744,611,-999999,-999999,-999999,-999999,936
3708,0,2108,-0.575118,-0.586169,-0.570653,-7488.23,11582.3,-15194.8,371,-999999,-999999,-999999,-999999,2108
3709,0,1077,-0.574592,-0.574739,-0.582683,-14606.3,-14353,-730.744,520,-999999,-999999,-999999,-999999,1077
3710,0,973,-0.581339,-0.577818,-0.572862,17143.4,10982.1,2311.61,478,-999999,-999999,-999999,-999999,973
3711,0,2169,-0.578509,-0.58501,-0.56841,1321.56,12574.3,-16159.2,329,-999999,-999999,-999999,-999999,2169
3712,0,1966,-0.576494,-0.586049,-0.569387,-799.887,15761.7,-13118.5,405,-999999,-999999,-999999,-999999,1966
3713,0,1316,-0.185471,0.619906,-0.762442,-10294.7,-17467.2,-3027.88,258,-12749.3,-9262.95,-13118.5,610,2017
3714,0,955,-0.628726,-0.670889,-0.393207,20367.1,-1646.84,1648.77,519,4846.59,-18208.2,-8057.81,553,1523
3715,0,2188,-0.577748,-0.581912,-0.572351,-9066.78,-1925.76,-18324.1,576,-999999,-999999,-999999,-999999,2188
3716,0,976,-0.580603,-0.578977,-0.572438,15790,12945.4,1503.73,213,-999999,-999999,-999999,-999999,976
3717,0,1169,-0.58577,-0.573381,-0.572807,20328.8,-1250.59,-2251.77,490,-999999,-999999,-999999,-999999,1169
3718,0,1948,-0.5806,-0.58325,-0.568088,8617.38,13221.7,-13118.5,428,-999999,-999999,-999999,-999999,1948
3719,0,898,-0.576163,-0.572717,-0.583123,-11214,-17127.5,730.744,538,-999999,-999999,-999999,-999999,898
3720,0,1665,-0.575915,-0.577463,-0.578669,-14136.6,-11486.6,-9422.97,540,-999999,-999999,-999999,-999999,1665
3721,0,1642,-0.570883,-0.584314,-0.576776,-18192.1,4906.85,-8057.81,467,-999999,-999999,-999999,-999999,1642
3722,0,1511,-0.581773,-0.572012,-0.578223,-1966.61,-18711.7,-8057.81,462,-999999,-999999,-999999,-999999,1511
3723,0,945,-0.495512,-0.101722,-0.862624,19035.9,-7224.9,2251.77,571,8460.21,-9395.95,-16159.2,621,2147
3723,1,945,-0.547729,0.457866,-0.700251,19035.9,-7224.9,2251.77,571,2219.89,6832.2,-19246.9,631,2288
3724,0,931,-0.584842,-0.568311,-0.578777,12753.8,-15871.5,2251.77,510,-999999,-999999,-999999,-999999,931
3725,0,987,-0.476505,0.11327,-0.871844,9175.11,18176.4,2251.77,336,5096.48,19146,-5210.75,334,1416
3725,1,987,-0.371155,-0.515094,-0.772607,9175.11,18176.4,2251.77,336,-1629.95,3180.99,-20240.4,496,2377
3726,0,1970,-0.574336,-0.586754,-0.57084,-5950.13,15541.8,-12002.1,418,-999999,-999999,-999999,-999999,1970
3727,0,2007,-0.574797,-0.582691,-0.574525,-14257,-718.972,-14723.1,514,-999999,-999999,-999999,-999999,2007
3728,0,925,-0.583922,-0.568096,-0.579916,9175.25,-18176.4,2251.77,535,-999999,-999999,-999999,-999999,925
3729,0,1572,-0.583639,-0.578936,-0.569385,16774.3,8582.1,-8057.81,431,-999999,-999999,-999999,-999999,1572
3730,0,1507,-0.581161,-0.571778,-0.57907,-3047.73,-19144.2,-6634.82,517,-999999,-999999,-999999,-999999,1507
3731,0,2084,-0.581518,-0.582671,-0.567742,8701.47,10700.9,-15194.8,602,-999999,-999999,-999999,-999999,2084
3732,0,1654,-0.573192,-0.581719,-0.577109,-17334.4,-2716.09,-10619.5,522,-999999,-999999,-999999,-999999,1654
3733,0,2228,-0.58025,-0.583693,-0.56799,2865.63,8814.95,-18324.1,544,-999999,-999999,-999999,-999999,2228
3734,0,1120,-0.584038,-0.568642,-0.579263,7505.79,-19053,-730.744,537,-999999,-999999,-999999,-999999,1120
3735,0,1553,-0.586678,-0.573822,-0.571434,18403.6,-3911.74,-8057.81,511,-999999,-999999,-999999,-999999,1553
3736,0,909,-0.580441,-0.569199,-0.582324,-988.862,-20336.9,2251.77,504,-999999,-999999,-999999,-999999,909
3737,0,1764,-0.580957,-0.582471,-0.568522,11019.3,13654,-10619.5,567,-999999,-999999,-999999,-999999,1764
3738,0,2208,-0.584606,-0.577,-0.570357,6201.15,-6889.18,-18324.1,597,-999999,-999999,-999999,-999999,2208
3739,0,1035,-0.568133,-0.583342,-0.580462,-19035.9,7224.9,2251.77,284,-999999,-999999,-999999,-999999,1035
3740,0,1489,-0.575964,-0.575977,-0.5801,-13718.3,-13696.5,-6634.82,496,-999999,-999999,-999999,-999999,1489
3741,0,1343,-0.0954326,0.440985,-0.892426,6562.52,-18801.2,-4867.98,554,5680.25,-14724.3,-13118.5,613,2143
3742,0,2195,-0.580528,-0.578307,-0.573191,-5160.75,-8966.41,-17733.8,559,-999999,-999999,-999999,-999999,2195
3743,0,1530,-0.585902,-0.570781,-0.575263,10288.5,-15785.3,-8057.81,519,-999999,-999999,-999999,-999999,1530
3744,0,2051,-0.585701,-0.574435,-0.571821,8710.68,-10692.6,-15194.8,569,-999999,-999999,-999999,-999999,2051
3745,0,1352,-0.58612,-0.569687,-0.576126,13559,-14858.2,-3722.65,516,-999999,-999999,-999999,-999999,1352
3746,0,1394,-0.711137,0.114137,-0.693727,16993.6,10949.7,-3401.89,329,4904.7,12890,-15194.8,394,2167
3747,0,2141,-0.583428,-0.575331,-0.573242,1321.66,-12574.3,-16159.2,595,-999999,-999999,-999999,-999999,2141
3748,0,883,0.22634,0.756952,-0.613021,-17460.4,-10587.3,1815.43,320,-11534.6,9230.29,-14233.9,594,2112
3749,0,2252,-0.579639,-0.580566,-0.571806,-5811.8,-4222.55,-19246.9,585,-999999,-999999,-999999,-999999,2252
3750,0,1377,-0.585526,-0.57459,-0.571844,20114.5,1062.23,-3722.65,480,-999999,-999999,-999999,-999999,1377
3751,0,2305,-0.578944,-0.582273,-0.570773,-5716.6,-0.0213,-19750.3,524,-999999,-999999,-999999,-999999,2305
3752,0,2199,-0.582368,-0.576991,-0.572651,-1067.61,-10290.3,-17733.8,477,-999999,-999999,-999999,-999999,2199
3753,0,2362,-0.58249,-0.58077,-0.568693,3528.99,567.199,-20240.4,235,-999999,-999999,-999999,-999999,2362
3754,0,1079,0.529171,0.0997542,-0.842631,-13416.7,-15473.3,-904.983,452,-5061.51,-13898.3,-14209.4,589,2029
3755,0,1029,0.717766,-0.594056,-0.363193,-17117.8,11024.8,2251.77,510,11106.6,-12335,-12029.9,677,1892
3755,1,1013,-0.122408,-0.840792,-0.527337,-6316.32,19442.1,695.837,594,-10228.8,-7431.72,-16159.2,614,2131
3755,2,1287,0.63773,-0.140258,-0.757383,-19946.4,1033.44,-4478.9,543,-7757.77,-1647.25,-18954.4,616,2247
3755,3,1658,0.670604,0.614699,-0.415253,-16615.9,-7397.95,-9422.97,582,-750.938,7144.44,-19246.9,645,2292
3755,4,1769,-0.628026,-0.530139,-0.56968,8760.07,15173,-10619.5,641,-750.938,7144.44,-19246.9,645,2292
3756,0,1084,0.493406,0.35232,-0.795249,-12629.6,-15986,-2278.21,512,-2674.08,-8877.19,-18324.1,587,2198
3757,0,1282,0.857,-0.142448,-0.495237,-19864.5,4841.09,-1488.63,437,9269.04,-1.41,-18324.1,505,2215
3758,0,879,-0.192686,0.902227,-0.385822,-18585.3,-8571.2,1170.59,507,-20324.4,-428.22,-2311.61,497,1286
3759,0,1822,-0.571929,-0.584443,-0.575607,-16940.5,4569.25,-10619.5,494,-999999,-999999,-999999,-999999,1822
3760,0,1939,-0.581885,-0.581863,-0.568195,11773.5,11734.5,-12029.9,462,-999999,-999999,-999999,-999999,1939
3761,0,1805,-0.572323,-0.586652,-0.572962,-11723.4,13020,-10619.5,433,-999999,-999999,-999999,-999999,1805
3762,0,1939,-0.581885,-0.581863,-0.568195,11773.5,11734.5,-12029.9,327,-999999,-999999,-999999,-999999,1939
3763,0,895,0.704399,-0.182602,-0.685914,-11385.6,-16982.8,1484.29,420,-3047.73,-19144.2,-6634.82,448,1510
3764,0,1811,-0.571897,-0.586093,-0.573959,-14174.2,10298.1,-10619.5,507,-999999,-999999,-999999,-999999,1811
3765,0,1709,-0.585702,-0.571806,-0.574449,8760.19,-15173,-10619.5,511,-999999,-999999,-999999,-999999,1709
3766,0,2129,-0.576994,-0.580735,-0.574304,-11550.4,-5142.64,-16159.2,566,-999999,-999999,-999999,-999999,2129
3767,0,1456,-0.569758,-0.58523,-0.576959,-17627.2,9049.03,-5210.75,847,-999999,-999999,-999999,-999999,1456
3768,0,2105,-0.574908,-0.586431,-0.570595,-6783.11,13123.8,-14233.9,520,-999999,-999999,-999999,-999999,2105
3769,0,1351,-0.59916,0.140731,-0.788164,12116.3,-16175.7,-3434.01,540,3906.28,-14247.3,-14233.9,608,2141
3770,0,1926,-0.584893,-0.578483,-0.568557,15237.4,4110.02,-13118.5,479,-999999,-999999,-999999,-999999,1926
3771,0,2199,-0.582368,-0.576991,-0.572651,-1067.61,-10290.3,-17733.8,265,-999999,-999999,-999999,-999999,2199
3772,0,2127,-0.576184,-0.581866,-0.573972,-12367.2,-2628.79,-16159.2,578,-999999,-999999,-999999,-999999,2127
3773,0,897,0.966893,-0.255181,0,-9175.11,-18176.4,2251.77,550,-988.862,-20336.9,2251.77,554,909
3773,1,897,0.286001,0.261276,-0.921921,-9175.11,-18176.4,2251.77,550,-3749.79,-13220.1,-15236.7,611,2032
3774,0,1961,-0.577453,-0.585538,-0.56894,1647.2,15672.7,-13118.5,430,-999999,-999999,-999999,-999999,1961
3775,0,2199,-0.582368,-0.576991,-0.572651,-1067.61,-10290.3,-17733.8,549,-999999,-999999,-999999,-999999,2199
3776,0,2198,-0.581586,-0.577969,-0.57246,-2674.08,-8877.19,-18324.1,585,-999999,-999999,-999999,-999999,2198
3777,0,1811,-0.571897,-0.586093,-0.573959,-14174.2,10298.1,-10619.5,481,-999999,-999999,-999999,-999999,1811
3778,0,1023,-0.568561,-0.585172,-0.578197,-14451.5,14342.9,2251.77,252,-999999,-999999,-999999,-999999,1023
3779,0,2311,-0.581538,-0.579399,-0.571061,-1766.51,-5436.82,-19750.3,540,-999999,-999999,-999999,-999999,2311
3780,0,1112,-0.582679,-0.568987,-0.580292,3380.44,-20197.2,-730.744,518,-999999,-999999,-999999,-999999,1112
3781,0,1749,-0.896224,-0.134511,-0.422717,16142.3,8482.76,-9365.91,483,-4806.92,5338.58,-19246.9,563,2299
3782,0,2024,-0.579002,-0.577834,-0.575209,-8701.47,-10700.9,-15194.8,579,-999999,-999999,-999999,-999999,2024
3783,0,1709,-0.585702,-0.571806,-0.574449,8760.19,-15173,-10619.5,569,-999999,-999999,-999999,-999999,1709
3784,0,937,-0.585395,-0.568882,-0.577655,15742.2,-12910.7,2311.61,521,-999999,-999999,-999999,-999999,937
3785,0,948,-0.585903,-0.570723,-0.57532,19139.7,-7264.87,730.744,489,-999999,-999999,-999999,-999999,948
3786,0,2147,-0.58554,-0.575172,-0.571245,8460.21,-9395.95,-16159.2,573,-999999,-999999,-999999,-999999,2147
3787,0,1645,-0.571904,-0.583055,-0.577038,-18205.5,937.907,-9392.41,487,-999999,-999999,-999999,-999999,1645
3788,0,1313,0.420091,0.62955,-0.653598,-12755.9,-15321.2,-4774.7,546,-2735.13,-304.009,-20365.5,626,2339
3789,0,2034,-0.582638,-0.574538,-0.574838,-858.624,-14748.2,-14233.9,569,-999999,-999999,-999999,-999999,2034
3790,0,1782,-0.576328,-0.585906,-0.569701,889.142,17523.3,-10619.5,516,-999999,-999999,-999999,-999999,1782
3791,0,1345,-0.237979,0.624305,-0.744049,8988.45,-18198.9,-2873.83,497,3557.18,-3950.65,-19854.9,603,2316
3792,0,1666,-0.575536,-0.578573,-0.577938,-14731,-9531.78,-10619.5,547,-999999,-999999,-999999,-999999,1666
3793,0,2034,-0.582638,-0.574538,-0.574838,-858.624,-14748.2,-14233.9,511,-999999,-999999,-999999,-999999,2034
3794,0,1738,-0.586262,-0.575622,-0.570049,17520.3,-947.282,-10619.5,538,-999999,-999999,-999999,-999999,1738
3795,0,2385,-0.580721,-0.581587,-0.569665,-1492.03,-3.0812,-20502,532,-999999,-999999,-999999,-999999,2385
3796,0,877,-0.570907,-0.577781,-0.583296,-19035.9,-7225.04,2251.77,506,-999999,-999999,-999999,-999999,877
3797,0,1044,0.504094,-0.469151,-0.725112,-14864.2,-14113,-359.771,550,-14606.3,-14353,-730.744,523,892
3798,0,1060,0.501613,0.442141,-0.74357,-19515.5,-5967.11,-1946.46,523,-8467.12,3771.35,-18324.1,594,2242
3799,0,2020,-0.577812,-0.579025,-0.575207,-10736.2,-8657.89,-15194.8,620,-999999,-999999,-999999,-999999,2020
3800,0,2206,-0.584229,-0.576866,-0.570878,4633.3,-8027.93,-18324.1,550,-999999,-999999,-999999,-999999,2206
3801,0,931,-0.584842,-0.568311,-0.578777,12753.8,-15871.5,2251.77,495,-999999,-999999,-999999,-999999,931
3802,0,2267,-0.58419,-0.577682,-0.570093,5305.44,-5894.8,-18954.4,580,-999999,-999999,-999999,-999999,2267
3803,0,2187,-0.577273,-0.581911,-0.572831,-10116.6,-2164.51,-17733.8,536,-999999,-999999,-999999,-999999,2187
3804,0,2182,-0.575586,-0.584493,-0.571899,-10594.7,4717.01,-16932.1,482,-999999,-999999,-999999,-999999,2182
3805,0,897,-0.576859,-0.571618,-0.583512,-9175.11,-18176.4,2251.77,513,-999999,-999999,-999999,-999999,897
3806,0,891,-0.575024,-0.573208,-0.583764,-12753.7,-15871.6,2251.77,496,-999999,-999999,-999999,-999999,891
3807,0,1069,-0.572904,-0.576559,-0.582547,-17271.3,-11002.5,-730.744,515,-999999,-999999,-999999,-999999,1069
3808,0,955,-0.584882,-0.572574,-0.574519,20328.8,-1142.19,2251.77,464,-999999,-999999,-999999,-999999,955
3809,0,955,-0.537302,-0.262183,-0.801603,20328.8,-1142.19,2251.77,564,6932.8,-7678.94,-17733.8,635,2207
3809,1,1389,-0.532335,-0.158206,-0.831619,17943.5,9151.7,-3722.65,553,9470.7,6633.65,-16958.9,598,2162
3810,0,884,-0.572829,-0.575448,-0.583718,-16446.3,-11949,2251.77,525,-999999,-999999,-999999,-999999,884
3811,0,1318,-0.577366,-0.574014,-0.580653,-10842,-16584.7,-5210.75,541,-999999,-999999,-999999,-999999,1318
3812,0,2271,-0.584409,-0.578333,-0.569208,7244.39,-3227.25,-18954.4,571,-999999,-999999,-999999,-999999,2271
3813,0,2048,-0.585408,-0.574327,-0.572228,7488.23,-11582.3,-15194.8,551,-999999,-999999,-999999,-999999,2048
3814,0,933,-0.585193,-0.568582,-0.578155,14451.5,-14342.9,2251.77,527,-999999,-999999,-999999,-999999,933
3815,0,937,-0.585395,-0.568882,-0.577655,15742.2,-12910.7,2311.61,511,-999999,-999999,-999999,-999999,937
3816,0,941,-0.0538624,0.502333,-0.862995,16143.3,-12557.8,1394.78,543,15237.5,-4109.9,-13118.5,575,2061
3817,0,2112,-0.574601,-0.585918,-0.571431,-9732.7,9772.34,-15194.8,518,-999999,-999999,-999999,-999999,2112
3818,0,2006,-0.574555,-0.583168,-0.574284,-14257,518.974,-14723.1,511,-999999,-999999,-999999,-999999,2006
3819,0,1657,-0.573821,-0.57996,-0.578253,-17015.9,-6499.45,-9422.97,543,-999999,-999999,-999999,-999999,1657
3820,0,2395,-0.581456,-0.581385,-0.569123,724.608,601.978,-20502,496,-999999,-999999,-999999,-999999,2395
3821,0,1986,-0.573376,-0.586318,-0.572251,-11178.1,11141,-13118.5,672,-999999,-999999,-999999,-999999,1986
3822,0,1470,0.882502,0.468587,-0.0401987,-18793.4,0,-8113.87,752,9945.9,15259.9,-9422.97,61,1765
3822,1,1985,0.562296,-0.624484,-0.542073,-10544.9,11711.2,-13118.5,408,-3557.19,3950.63,-19854.9,751,2331
3823,0,2109,-0.574238,-0.58629,-0.571415,-9363.48,11426.8,-14233.9,23,-999999,-999999,-999999,-999999,2109
3824,0,1803,-0.571668,-0.586587,-0.573683,-12901.4,12858.5,-9422.97,27,-999999,-999999,-999999,-999999,1803
3825,0,2109,-0.574238,-0.58629,-0.571415,-9363.48,11426.8,-14233.9,27,-999999,-999999,-999999,-999999,2109
3826,0,1803,-0.571668,-0.586587,-0.573683,-12901.4,12858.5,-9422.97,29,-999999,-999999,-999999,-999999,1803
3827,0,2109,-0.574238,-0.58629,-0.571415,-9363.48,11426.8,-14233.9,84,-999999,-999999,-999999,-999999,2109
3828,0,1978,-0.574372,-0.586645,-0.570915,-7141.6,14073.7,-13118.5,47,-999999,-999999,-999999,-999999,1978
3829,0,2105,-0.574908,-0.586431,-0.570595,-6783.11,13123.8,-14233.9,39,-999999,-999999,-999999,-999999,2105
3830,0,1984,-0.573646,-0.586505,-0.571788,-9911.63,12281.3,-13118.5,27,-999999,-999999,-999999,-999999,1984
3831,0,1804,-0.572474,-0.586756,-0.572705,-11019.4,13654,-10619.5,140,-999999,-999999,-999999,-999999,1804
3832,0,1983,-0.572822,-0.586448,-0.572673,-11773.6,11734.4,-12029.9,61,-999999,-999999,-999999,-999999,1983
3833,0,2110,-0.57402,-0.586139,-0.571788,-10385.5,10506.5,-14233.9,71,-999999,-999999,-999999,-999999,2110
3834,0,1457,0.632828,0.160348,-0.757508,-17813.9,8624.3,-5341.96,410,-10385.5,10506.5,-14233.9,476,2177
3835,0,937,-0.585395,-0.568882,-0.577655,15742.2,-12910.7,2311.61,481,-999999,-999999,-999999,-999999,937
3836,0,2263,-0.583419,-0.577603,-0.570962,2449.13,-7543.08,-18954.4,543,-999999,-999999,-999999,-999999,2263
3837,0,943,-0.585611,-0.56984,-0.576491,18106.7,-9311.91,2251.77,504,-999999,-999999,-999999,-999999,943
3838,0,2171,-0.577492,-0.585527,-0.568912,-1321.66,12574.3,-16159.2,457,-999999,-999999,-999999,-999999,2171
3839,0,2250,-0.579093,-0.581215,-0.571699,-6562.71,-2921.94,-19246.9,572,-999999,-999999,-999999,-999999,2250
3840,0,2184,-0.575746,-0.583756,-0.572491,-11343.9,2411.17,-16932.1,554,-999999,-999999,-999999,-999999,2184
3841,0,963,-0.583379,-0.575196,-0.573427,19647.1,5343.97,2251.77,469,-999999,-999999,-999999,-999999,963
3842,0,949,-0.382147,0.448524,-0.807954,19905.6,-4663.77,1505.65,493,11550.4,5142.63,-16159.2,593,2162
3843,0,2039,-0.583258,-0.574788,-0.573958,762.153,-13770.5,-15194.8,465,-999999,-999999,-999999,-999999,2039
3844,0,897,-0.576859,-0.571618,-0.583512,-9175.11,-18176.4,2251.77,513,-999999,-999999,-999999,-999999,897
3845,0,2169,-0.578509,-0.58501,-0.56841,1321.56,12574.3,-16159.2,462,-999999,-999999,-999999,-999999,2169
3846,0,1941,-0.581143,-0.582579,-0.56822,10439.5,12935.7,-12029.9,458,-999999,-999999,-999999,-999999,1941
3847,0,1903,-0.586793,-0.573858,-0.57128,14798.4,-7571.11,-12029.9,525,-999999,-999999,-999999,-999999,1903
3848,0,2112,-0.574601,-0.585918,-0.571431,-9732.7,9772.34,-15194.8,484,-999999,-999999,-999999,-999999,2112
3849,0,2294,-0.57905,-0.583964,-0.568935,-1963.04,6507.61,-19397.4,489,-999999,-999999,-999999,-999999,2294
3850,0,1771,-0.578378,-0.584376,-0.569196,6555.85,16994.3,-9422.97,446,-999999,-999999,-999999,-999999,1771
3851,0,2294,-0.57905,-0.583964,-0.568935,-1963.04,6507.61,-19397.4,411,-999999,-999999,-999999,-999999,2294
3852,0,1947,-0.579663,-0.583864,-0.568414,7521.87,14823.5,-12029.9,352,-999999,-999999,-999999,-999999,1947
3853,0,2159,-0.583874,-0.580175,-0.56788,11550.4,5142.63,-16159.2,501,-999999,-999999,-999999,-999999,2159
3854,0,1694,0.499507,0.756193,-0.422687,2868.94,-18285.3,-8812.8,562,11550.5,-5142.54,-16159.2,583,2151
3855,0,1676,-0.578708,-0.574819,-0.578515,-9094.14,-15751.6,-9422.97,530,-999999,-999999,-999999,-999999,1676
3856,0,1811,-0.571897,-0.586093,-0.573959,-14174.2,10298.1,-10619.5,441,-999999,-999999,-999999,-999999,1811
3857,0,967,-0.582787,-0.576033,-0.573189,19035.9,7225.04,2251.77,411,-999999,-999999,-999999,-999999,967
3858,0,2157,-0.584676,-0.579052,-0.568201,12367.2,2628.79,-16159.2,330,-999999,-999999,-999999,-999999,2157
3859,0,1772,-0.845996,-0.427201,-0.319046,5296.96,17361.8,-9526.74,405,-9732.7,9772.34,-15194.8,471,2115
3860,0,873,-0.570306,-0.578627,-0.583045,-19647.1,-5343.97,2251.77,455,-999999,-999999,-999999,-999999,873
3861,0,1947,-0.579663,-0.583864,-0.568414,7521.87,14823.5,-12029.9,370,-999999,-999999,-999999,-999999,1947
3862,0,2111,-0.574818,-0.586069,-0.571058,-8710.69,10692.6,-15194.8,512,-999999,-999999,-999999,-999999,2111
3863,0,2334,-0.578947,-0.582617,-0.570419,-5199.95,1105.28,-19854.9,484,-999999,-999999,-999999,-999999,2334
3864,0,2239,-0.576336,-0.584733,-0.570898,-8377.84,6069.73,-17733.8,507,-999999,-999999,-999999,-999999,2239
3865,0,2238,-0.577132,-0.584734,-0.570092,-6201.15,6889.18,-18324.1,506,-999999,-999999,-999999,-999999,2238
3866,0,1035,-0.568133,-0.583342,-0.580462,-19035.9,7224.9,2251.77,399,-999999,-999999,-999999,-999999,1035
3867,0,2275,-0.584038,-0.579442,-0.56846,7930.72,-1.6757,-18954.4,576,-999999,-999999,-999999,-999999,2275
3868,0,926,-0.584189,-0.56813,-0.579613,10164.5,-17605.2,2251.77,519,-999999,-999999,-999999,-999999,926
3869,0,1793,-0.574083,-0.586804,-0.571043,-5405.02,16634.9,-10671.9,554,-999999,-999999,-999999,-999999,1793
3870,0,1528,-0.585428,-0.570725,-0.575801,8526.39,-16802.7,-8057.81,510,-999999,-999999,-999999,-999999,1528
3871,0,1669,-0.576664,-0.576689,-0.578696,-12901.3,-12858.5,-9422.97,533,-999999,-999999,-999999,-999999,1669
3872,0,2291,-0.579132,-0.584184,-0.568626,-827.32,7887.45,-18954.4,412,-999999,-999999,-999999,-999999,2291
3873,0,913,-0.581202,-0.56882,-0.581935,989.011,-20336.8,2251.77,516,-999999,-999999,-999999,-999999,913
3874,0,1860,-0.579861,-0.575812,-0.57637,-7141.5,-14073.8,-13118.5,551,-999999,-999999,-999999,-999999,1860
3875,0,1918,-0.586058,-0.576474,-0.569397,15759,-852.043,-13118.5,491,-999999,-999999,-999999,-999999,1918
3876,0,1701,-0.58498,-0.571293,-0.575693,6555.98,-16994.2,-9422.97,520,-999999,-999999,-999999,-999999,1701
3877,0,949,-0.585431,-0.571082,-0.575444,19647.1,-5343.82,2251.77,523,-999999,-999999,-999999,-999999,949
3878,0,1179,-0.304163,-0.425934,-0.852094,19843.1,4867.12,-1677.15,511,15759,-852.043,-13118.5,571,2153
3879,0,2154,-0.585422,-0.577459,-0.569054,11343.9,-2411.17,-16932.1,574,-999999,-999999,-999999,-999999,2154
